,A,PSNCA: Primary or secondary nitrogens composition of A,PSNAB: Primary or secondary nitrogens transition between A and B,PSNA0: Primary or secondary nitrogens distribution of 0.00A,PSNA1: Primary or secondary nitrogens distribution of 0.25A,PSNA2: Primary or secondary nitrogens distribution of 0.50A,PSNA3: Primary or secondary nitrogens distribution of 0.75A,PSNA4: Primary or secondary nitrogens distribution of 1.00A,SLFAB: Sum of path lengths starting from oxygens_3 transition between A and B,SLFAC: Sum of path lengths starting from oxygens_3 transition between A and C,TPSAB: Topological polar surface area_3 transition between A and B,TPSAC: Topological polar surface area_3 transition between A and C,PSN: Primary or secondary nitrogens0,PSN: Primary or secondary nitrogens00,PSN: Primary or secondary nitrogens01,PSN: Primary or secondary nitrogens10,SLF: Sum of path lengths starting from oxygens_301,SLF: Sum of path lengths starting from oxygens_302,SLF: Sum of path lengths starting from oxygens_310,SLF: Sum of path lengths starting from oxygens_320,TPS: Topological polar surface area_301,TPS: Topological polar surface area_302,TPS: Topological polar surface area_310,TPS: Topological polar surface area_320,PSN: Primary or secondary nitrogens000,PSN: Primary or secondary nitrogens001,PSN: Primary or secondary nitrogens010,PSN: Primary or secondary nitrogens011,PSN: Primary or secondary nitrogens100,PSN: Primary or secondary nitrogens101,PSN: Primary or secondary nitrogens110,SLF: Sum of path lengths starting from oxygens_3001,SLF: Sum of path lengths starting from oxygens_3002,SLF: Sum of path lengths starting from oxygens_3010,SLF: Sum of path lengths starting from oxygens_3011,SLF: Sum of path lengths starting from oxygens_3012,SLF: Sum of path lengths starting from oxygens_3020,SLF: Sum of path lengths starting from oxygens_3021,SLF: Sum of path lengths starting from oxygens_3022,SLF: Sum of path lengths starting from oxygens_3100,SLF: Sum of path lengths starting from oxygens_3101,SLF: Sum of path lengths starting from oxygens_3102,SLF: Sum of path lengths starting from oxygens_3110,SLF: Sum of path lengths starting from oxygens_3120,SLF: Sum of path lengths starting from oxygens_3200,SLF: Sum of path lengths starting from oxygens_3201,SLF: Sum of path lengths starting from oxygens_3202,SLF: Sum of path lengths starting from oxygens_3210,SLF: Sum of path lengths starting from oxygens_3220,TPS: Topological polar surface area_3001,TPS: Topological polar surface area_3002,TPS: Topological polar surface area_3010,TPS: Topological polar surface area_3011,TPS: Topological polar surface area_3012,TPS: Topological polar surface area_3020,TPS: Topological polar surface area_3021,TPS: Topological polar surface area_3022,TPS: Topological polar surface area_3100,TPS: Topological polar surface area_3101,TPS: Topological polar surface area_3102,TPS: Topological polar surface area_3110,TPS: Topological polar surface area_3120,TPS: Topological polar surface area_3200,TPS: Topological polar surface area_3201,TPS: Topological polar surface area_3202,TPS: Topological polar surface area_3210,TPS: Topological polar surface area_3220
76,1HNW,0.333333,0.6,0.166667,0.0,0.166667,0.833333,0.833333,0.0,0.6,0.6,0.0,333.333344,0.0,333.333344,166.666672,0.0,333.333344,0.0,166.666672,333.333344,0.0,166.666672,0.0,0.0,0.0,0.0,166.666672,0.0,166.666672,166.666672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.666672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.666672,0.0,166.666672,0.0,0.0,0.0,166.666672,0.0,0.0,0.0,0.0,0.0,166.666672,0.0,166.666672,0.0,0.0,0.0,0.0,0.0,0.0
77,1Y26,0.647887,0.485714,0.014085,0.253521,0.535211,0.732394,1.0,0.185714,0.271429,0.357143,0.171429,647.887329,394.366211,239.436615,239.436615,98.591553,126.760567,84.507042,140.845078,197.183105,70.422539,154.929581,98.591553,225.352112,169.014084,154.929581,84.507042,154.929581,70.422539,84.507042,28.169014,56.338028,28.169014,28.169014,42.253521,28.169014,28.169014,70.422539,28.169014,14.084507,42.253521,42.253521,56.338028,42.253521,56.338028,28.169014,14.084507,56.338028,84.507042,28.169014,98.591553,56.338028,42.253521,42.253521,28.169014,0.0,84.507042,70.422539,0.0,56.338028,42.253521,28.169014,42.253521,28.169014,0.0,14.084507
78,2O3X,0.782609,0.318182,0.130435,0.304348,0.521739,0.782609,1.0,0.272727,0.318182,0.090909,0.318182,782.608704,608.695679,130.434784,173.91304,130.434784,130.434784,130.434784,173.91304,0.0,173.91304,86.95652,130.434784,434.782623,130.434784,130.434784,0.0,173.91304,0.0,43.47826,0.0,86.95652,86.95652,43.47826,0.0,130.434784,0.0,0.0,43.47826,43.47826,43.47826,43.47826,0.0,86.95652,86.95652,0.0,0.0,43.47826,0.0,86.95652,0.0,0.0,0.0,43.47826,86.95652,43.47826,43.47826,0.0,43.47826,0.0,86.95652,43.47826,0.0,43.47826,86.95652,0.0
79,1PBR,0.814815,0.307692,0.037037,0.259259,0.518519,0.740741,1.0,0.230769,0.307692,0.153846,0.269231,814.814819,629.629639,148.148148,148.148148,111.111115,148.148148,111.111115,148.148148,37.037037,148.148148,111.111115,111.111115,444.444458,148.148148,111.111115,37.037037,148.148148,0.0,37.037037,0.0,111.111115,74.074074,37.037037,0.0,111.111115,0.0,37.037037,37.037037,37.037037,37.037037,37.037037,0.0,74.074074,74.074074,0.0,0.0,37.037037,37.037037,37.037037,0.0,37.037037,0.0,37.037037,74.074074,37.037037,37.037037,0.0,74.074074,37.037037,37.037037,74.074074,0.0,37.037037,74.074074,37.037037
80,3GX2,0.861702,0.215054,0.010638,0.255319,0.478723,0.755319,1.0,0.311828,0.16129,0.107527,0.344086,861.702148,744.680847,106.38298,106.38298,170.212769,63.829788,138.297867,95.744682,74.468086,148.936172,31.914894,191.489365,638.297852,95.744682,74.468086,31.914894,95.744682,10.638298,31.914894,95.744682,53.19149,85.106384,74.468086,10.638298,42.553192,0.0,21.276596,85.106384,42.553192,10.638298,53.19149,31.914894,63.829788,31.914894,0.0,0.0,21.276596,42.553192,95.744682,10.638298,21.276596,42.553192,85.106384,10.638298,42.553192,21.276596,10.638298,0.0,21.276596,42.553192,117.021278,21.276596,53.19149,0.0,63.829788
81,1MWL,0.863636,0.285714,0.045455,0.272727,0.5,0.727273,1.0,0.285714,0.285714,0.095238,0.380952,863.636353,681.818176,136.363632,136.363632,136.363632,136.363632,136.363632,136.363632,0.0,227.27272,90.909088,136.363632,500.0,136.363632,136.363632,0.0,136.363632,0.0,0.0,0.0,90.909088,90.909088,45.454544,0.0,136.363632,0.0,0.0,45.454544,45.454544,45.454544,45.454544,0.0,45.454544,90.909088,0.0,0.0,0.0,0.0,90.909088,0.0,0.0,0.0,90.909088,90.909088,45.454544,45.454544,0.0,45.454544,0.0,45.454544,45.454544,0.0,45.454544,90.909088,0.0
82,1Y26,0.647887,0.485714,0.014085,0.253521,0.535211,0.732394,1.0,0.185714,0.271429,0.357143,0.171429,647.887329,394.366211,239.436615,239.436615,98.591553,126.760567,84.507042,140.845078,197.183105,70.422539,154.929581,98.591553,225.352112,169.014084,154.929581,84.507042,154.929581,70.422539,84.507042,28.169014,56.338028,28.169014,28.169014,42.253521,28.169014,28.169014,70.422539,28.169014,14.084507,42.253521,42.253521,56.338028,42.253521,56.338028,28.169014,14.084507,56.338028,84.507042,28.169014,98.591553,56.338028,42.253521,42.253521,28.169014,0.0,84.507042,70.422539,0.0,56.338028,42.253521,28.169014,42.253521,28.169014,0.0,14.084507
83,3SUX,0.80198,0.32,0.009901,0.237624,0.475248,0.70297,1.0,0.28,0.26,0.15,0.3,801.980225,633.663391,158.415848,158.415848,118.811882,148.514847,158.415848,108.910889,49.504951,168.316833,99.009903,128.712875,504.9505,128.712875,128.712875,29.702971,118.811882,29.702971,29.702971,69.306931,89.10891,89.10891,19.801981,9.90099,79.207924,39.603962,29.702971,99.009903,29.702971,29.702971,39.603962,9.90099,49.504951,19.801981,29.702971,29.702971,19.801981,29.702971,99.009903,29.702971,0.0,19.801981,49.504951,59.405941,59.405941,59.405941,9.90099,19.801981,19.801981,29.702971,69.306931,9.90099,49.504951,49.504951,49.504951
84,4FE5,0.761194,0.424242,0.014925,0.253731,0.477612,0.716418,1.0,0.19697,0.227273,0.287879,0.212121,761.194031,537.313416,208.955231,208.955231,104.477615,104.477615,89.552238,119.402985,134.328354,104.477615,149.253738,104.477615,402.985077,119.402985,194.029846,14.925373,119.402985,89.552238,14.925373,89.552238,29.850746,59.701492,14.925373,29.850746,44.776119,44.776119,14.925373,44.776119,14.925373,29.850746,14.925373,59.701492,74.626869,0.0,44.776119,14.925373,14.925373,59.701492,74.626869,89.552238,0.0,44.776119,44.776119,44.776119,14.925373,74.626869,59.701492,14.925373,14.925373,0.0,74.626869,14.925373,14.925373,44.776119,59.701492
85,1F1T,0.868421,0.27027,0.026316,0.236842,0.473684,0.736842,1.0,0.324324,0.162162,0.189189,0.378378,868.421082,710.526306,131.578949,131.578949,184.210526,52.63158,131.578949,105.263161,105.263161,157.89473,78.947365,210.526321,552.631592,131.578949,131.578949,0.0,131.578949,0.0,0.0,157.89473,26.31579,105.263161,26.31579,52.63158,26.31579,26.31579,0.0,78.947365,26.31579,26.31579,26.31579,78.947365,105.263161,0.0,0.0,0.0,0.0,52.63158,78.947365,52.63158,0.0,52.63158,131.578949,0.0,26.31579,78.947365,0.0,0.0,0.0,0.0,78.947365,52.63158,78.947365,26.31579,78.947365
86,2OE5,0.823529,0.375,0.058824,0.294118,0.529412,0.764706,1.0,0.125,0.25,0.25,0.1875,823.529419,588.235291,176.470581,176.470581,0.0,176.470581,117.647057,58.823528,58.823528,117.647057,176.470581,58.823528,352.941162,176.470581,176.470581,0.0,176.470581,0.0,0.0,0.0,58.823528,0.0,0.0,0.0,58.823528,117.647057,0.0,0.0,0.0,117.647057,58.823528,0.0,58.823528,0.0,0.0,58.823528,0.0,58.823528,58.823528,58.823528,0.0,0.0,58.823528,58.823528,0.0,117.647057,0.0,58.823528,0.0,0.0,58.823528,0.0,0.0,117.647057,0.0
87,1BYJ,0.814815,0.307692,0.037037,0.259259,0.518519,0.740741,1.0,0.230769,0.307692,0.153846,0.269231,814.814819,629.629639,148.148148,148.148148,111.111115,148.148148,111.111115,148.148148,37.037037,148.148148,111.111115,111.111115,444.444458,148.148148,111.111115,37.037037,148.148148,0.0,37.037037,0.0,111.111115,74.074074,37.037037,0.0,111.111115,0.0,37.037037,37.037037,37.037037,37.037037,37.037037,0.0,74.074074,74.074074,0.0,0.0,37.037037,37.037037,37.037037,0.0,37.037037,0.0,37.037037,74.074074,37.037037,37.037037,0.0,74.074074,37.037037,37.037037,74.074074,0.0,37.037037,74.074074,37.037037
88,1FJG,0.843627,0.25904,0.002628,0.255585,0.498686,0.751643,0.999343,0.235371,0.198554,0.140697,0.320842,843.626831,714.191833,129.434952,129.434952,113.666229,103.153748,121.550591,95.269379,71.616295,159.001312,68.988174,161.62944,598.554504,115.637321,107.75296,21.024967,115.637321,13.797635,21.681997,74.901443,71.616295,63.73193,33.508541,16.425756,61.760841,23.653088,17.082787,86.727989,17.082787,17.739817,34.822601,18.396847,59.789749,21.681997,13.797635,22.996058,15.111695,40.735874,88.042053,31.537451,11.169514,28.2523,74.244415,26.281208,58.475689,43.363995,6.570302,19.053877,13.140604,26.93824,85.413933,24.310118,51.905388,24.310118,60.446781
89,1EHT,0.878788,0.1875,0.030303,0.242424,0.454545,0.757576,1.0,0.25,0.125,0.125,0.40625,878.787903,757.575745,90.909088,90.909088,121.21212,60.60606,121.21212,60.60606,60.60606,181.818176,60.60606,212.121216,666.666687,90.909088,60.60606,30.30303,60.60606,0.0,30.30303,121.21212,60.60606,60.60606,30.30303,30.30303,30.30303,0.0,30.30303,121.21212,0.0,0.0,30.30303,0.0,30.30303,0.0,0.0,30.30303,30.30303,30.30303,121.21212,30.30303,30.30303,0.0,121.21212,30.30303,30.30303,30.30303,0.0,0.0,0.0,0.0,121.21212,30.30303,60.60606,30.30303,90.909088
