,A,SHDCA: Strong H-Bond donors composition of A,SHDAB: Strong H-Bond donors transition between A and B,SHDA0: Strong H-Bond donors distribution of 0.00A,SHDA1: Strong H-Bond donors distribution of 0.25A,SHDA2: Strong H-Bond donors distribution of 0.50A,SHDA3: Strong H-Bond donors distribution of 0.75A,SHDA4: Strong H-Bond donors distribution of 1.00A,MLFCA: Linear free energy composition of A,MLFCB: Linear free energy composition of B,MLFAB: Linear free energy transition between A and B,MLFA0: Linear free energy distribution of 0.00A,MLFA1: Linear free energy distribution of 0.25A,MLFA2: Linear free energy distribution of 0.50A,MLFA3: Linear free energy distribution of 0.75A,MLFA4: Linear free energy distribution of 1.00A,MLFB0: Linear free energy distribution of 0.00B,MLFB1: Linear free energy distribution of 0.25B,MLFB2: Linear free energy distribution of 0.50B,MLFB3: Linear free energy distribution of 0.75B,MLFB4: Linear free energy distribution of 1.00B,SHAAB: Strong H-Bond acceptors_3 transition between A and B,SHAAC: Strong H-Bond acceptors_3 transition between A and C,PHBAB: Potential Hydrogen Bonds_3 transition between A and B,PHBAC: Potential Hydrogen Bonds_3 transition between A and C,SHD: Strong H-Bond donors0,MLF: Linear free energy0,MLF: Linear free energy1,SHD: Strong H-Bond donors00,SHD: Strong H-Bond donors01,SHD: Strong H-Bond donors10,MLF: Linear free energy00,MLF: Linear free energy01,MLF: Linear free energy10,MLF: Linear free energy11,SHA: Strong H-Bond acceptors_301,SHA: Strong H-Bond acceptors_302,SHA: Strong H-Bond acceptors_310,SHA: Strong H-Bond acceptors_320,PHB: Potential Hydrogen Bonds_301,PHB: Potential Hydrogen Bonds_302,PHB: Potential Hydrogen Bonds_310,PHB: Potential Hydrogen Bonds_320,SHD: Strong H-Bond donors000,SHD: Strong H-Bond donors001,SHD: Strong H-Bond donors010,SHD: Strong H-Bond donors011,SHD: Strong H-Bond donors100,SHD: Strong H-Bond donors101,SHD: Strong H-Bond donors110,MLF: Linear free energy000,MLF: Linear free energy001,MLF: Linear free energy010,MLF: Linear free energy011,MLF: Linear free energy100,MLF: Linear free energy101,MLF: Linear free energy110,MLF: Linear free energy111,SHA: Strong H-Bond acceptors_3001,SHA: Strong H-Bond acceptors_3002,SHA: Strong H-Bond acceptors_3010,SHA: Strong H-Bond acceptors_3011,SHA: Strong H-Bond acceptors_3012,SHA: Strong H-Bond acceptors_3020,SHA: Strong H-Bond acceptors_3021,SHA: Strong H-Bond acceptors_3022,SHA: Strong H-Bond acceptors_3100,SHA: Strong H-Bond acceptors_3101,SHA: Strong H-Bond acceptors_3102,SHA: Strong H-Bond acceptors_3110,SHA: Strong H-Bond acceptors_3120,SHA: Strong H-Bond acceptors_3200,SHA: Strong H-Bond acceptors_3201,SHA: Strong H-Bond acceptors_3202,SHA: Strong H-Bond acceptors_3210,SHA: Strong H-Bond acceptors_3220,PHB: Potential Hydrogen Bonds_3001,PHB: Potential Hydrogen Bonds_3002,PHB: Potential Hydrogen Bonds_3010,PHB: Potential Hydrogen Bonds_3011,PHB: Potential Hydrogen Bonds_3012,PHB: Potential Hydrogen Bonds_3020,PHB: Potential Hydrogen Bonds_3021,PHB: Potential Hydrogen Bonds_3022,PHB: Potential Hydrogen Bonds_3100,PHB: Potential Hydrogen Bonds_3101,PHB: Potential Hydrogen Bonds_3102,PHB: Potential Hydrogen Bonds_3110,PHB: Potential Hydrogen Bonds_3120,PHB: Potential Hydrogen Bonds_3200,PHB: Potential Hydrogen Bonds_3201,PHB: Potential Hydrogen Bonds_3202,PHB: Potential Hydrogen Bonds_3210,PHB: Potential Hydrogen Bonds_3220
50,2BE0,0.681818,0.571429,0.045455,0.272727,0.454545,0.727273,1.0,0.318182,0.681818,0.571429,0.227273,0.318182,0.636364,0.727273,0.863636,0.045455,0.181818,0.5,0.681818,1.0,0.095238,0.380952,0.285714,0.285714,681.818176,318.181824,681.818176,363.636353,272.727264,272.727264,45.454544,272.727264,272.727264,363.636353,45.454544,181.818176,45.454544,181.818176,181.818176,90.909088,90.909088,181.818176,227.27272,136.363632,227.27272,45.454544,136.363632,90.909088,45.454544,0.0,45.454544,181.818176,90.909088,45.454544,227.27272,90.909088,227.27272,45.454544,90.909088,0.0,45.454544,0.0,90.909088,45.454544,0.0,45.454544,0.0,0.0,45.454544,0.0,90.909088,0.0,90.909088,0.0,45.454544,0.0,45.454544,90.909088,45.454544,45.454544,90.909088,0.0,0.0,0.0,90.909088,0.0,0.0,45.454544,45.454544,90.909088,45.454544,0.0,45.454544
51,1NTB,0.666667,0.352941,0.055556,0.277778,0.444444,0.722222,1.0,0.277778,0.722222,0.470588,0.277778,0.277778,0.444444,0.888889,0.944444,0.055556,0.166667,0.388889,0.722222,1.0,0.117647,0.352941,0.352941,0.117647,666.666687,277.777771,722.222229,444.444458,166.666672,166.666672,55.555557,222.222229,222.222229,444.444458,55.555557,166.666672,55.555557,166.666672,222.222229,0.0,111.111115,111.111115,277.777771,111.111115,0.0,166.666672,166.666672,0.0,166.666672,0.0,55.555557,0.0,166.666672,55.555557,166.666672,222.222229,222.222229,55.555557,111.111115,55.555557,0.0,0.0,55.555557,55.555557,0.0,0.0,0.0,55.555557,0.0,55.555557,166.666672,0.0,0.0,0.0,0.0,55.555557,0.0,0.0,55.555557,111.111115,0.0,0.0,0.0,0.0,111.111115,0.0,55.555557,0.0,55.555557,55.555557,0.0,55.555557,111.111115
52,1J7T,0.681818,0.571429,0.045455,0.272727,0.454545,0.727273,1.0,0.318182,0.681818,0.571429,0.227273,0.318182,0.636364,0.727273,0.863636,0.045455,0.181818,0.5,0.681818,1.0,0.095238,0.380952,0.285714,0.285714,681.818176,318.181824,681.818176,363.636353,272.727264,272.727264,45.454544,272.727264,272.727264,363.636353,45.454544,181.818176,45.454544,181.818176,181.818176,90.909088,90.909088,181.818176,227.27272,136.363632,227.27272,45.454544,136.363632,90.909088,45.454544,0.0,45.454544,181.818176,90.909088,45.454544,227.27272,90.909088,227.27272,45.454544,90.909088,0.0,45.454544,0.0,90.909088,45.454544,0.0,45.454544,0.0,0.0,45.454544,0.0,90.909088,0.0,90.909088,0.0,45.454544,0.0,45.454544,90.909088,45.454544,45.454544,90.909088,0.0,0.0,0.0,90.909088,0.0,0.0,45.454544,45.454544,90.909088,45.454544,0.0,45.454544
53,1YKV,0.631579,0.459459,0.105263,0.368421,0.552632,0.789474,1.0,0.315789,0.684211,0.432432,0.157895,0.421053,0.578947,0.789474,0.894737,0.026316,0.184211,0.394737,0.710526,1.0,0.189189,0.432432,0.243243,0.189189,631.578918,315.789459,684.21051,394.736847,210.526321,236.842102,105.263161,210.526321,210.526321,447.368408,78.947365,236.842102,105.263161,184.210526,105.263161,105.263161,131.578949,78.947365,289.473694,105.263161,131.578949,78.947365,105.263161,105.263161,105.263161,52.63158,52.63158,52.63158,157.89473,52.63158,157.89473,157.89473,263.157898,26.31579,131.578949,52.63158,0.0,26.31579,131.578949,26.31579,52.63158,26.31579,26.31579,52.63158,26.31579,26.31579,105.263161,26.31579,52.63158,26.31579,26.31579,52.63158,0.0,52.63158,0.0,52.63158,0.0,78.947365,26.31579,52.63158,52.63158,26.31579,26.31579,52.63158,0.0,0.0,78.947365,52.63158,26.31579
54,1MWL,0.681818,0.571429,0.045455,0.272727,0.454545,0.727273,1.0,0.318182,0.681818,0.571429,0.227273,0.318182,0.636364,0.727273,0.863636,0.045455,0.181818,0.5,0.681818,1.0,0.095238,0.380952,0.285714,0.285714,681.818176,318.181824,681.818176,363.636353,272.727264,272.727264,45.454544,272.727264,272.727264,363.636353,45.454544,181.818176,45.454544,181.818176,181.818176,90.909088,90.909088,181.818176,227.27272,136.363632,227.27272,45.454544,136.363632,90.909088,45.454544,0.0,45.454544,181.818176,90.909088,45.454544,227.27272,90.909088,227.27272,45.454544,90.909088,0.0,45.454544,0.0,90.909088,45.454544,0.0,45.454544,0.0,0.0,45.454544,0.0,90.909088,0.0,90.909088,0.0,45.454544,0.0,45.454544,90.909088,45.454544,45.454544,90.909088,0.0,0.0,0.0,90.909088,0.0,0.0,45.454544,45.454544,90.909088,45.454544,0.0,45.454544
55,2TOB,0.7,0.421053,0.05,0.2,0.45,0.7,1.0,0.65,0.35,0.526316,0.05,0.2,0.45,0.75,1.0,0.1,0.25,0.55,0.6,0.95,0.315789,0.052632,0.105263,0.421053,700.0,650.0,350.0,450.0,200.0,200.0,350.0,250.0,250.0,100.0,150.0,0.0,150.0,50.0,50.0,200.0,50.0,200.0,300.0,150.0,100.0,100.0,100.0,50.0,100.0,200.0,150.0,150.0,100.0,150.0,50.0,100.0,0.0,150.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,150.0,50.0,0.0,0.0,100.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,100.0
56,2OGN,0.685417,0.439389,0.001042,0.25,0.502431,0.748611,1.0,0.446528,0.553472,0.504342,0.001042,0.244097,0.493056,0.739236,0.999653,0.000347,0.254167,0.506944,0.761458,1.0,0.24835,0.24314,0.205974,0.298367,685.416687,446.527771,553.472229,465.625,219.444443,219.791672,194.444443,252.083328,252.083328,301.041656,128.819443,117.013885,119.444443,126.041664,106.25,145.833328,99.652779,152.430557,313.541656,151.736115,151.041672,68.402779,152.083328,67.708336,68.75,79.861115,114.583336,108.333336,143.402771,114.583336,137.5,143.75,157.291672,71.527779,58.333332,59.375,43.402779,26.041666,63.194443,26.388889,27.083334,63.888889,25.0,30.555555,36.805557,27.430555,65.625,32.291668,28.125,23.263889,35.416668,48.611111,65.972221,40.972221,34.027779,30.902779,67.361115,33.680557,44.791668,41.319443,24.652779,33.680557,27.430555,35.416668,73.263885,32.986111,46.180557,31.25,49.652779
57,1XBP,0.685417,0.439389,0.001042,0.25,0.502431,0.748611,1.0,0.446528,0.553472,0.504342,0.001042,0.244097,0.493056,0.739236,0.999653,0.000347,0.254167,0.506944,0.761458,1.0,0.24835,0.24314,0.205974,0.298367,685.416687,446.527771,553.472229,465.625,219.444443,219.791672,194.444443,252.083328,252.083328,301.041656,128.819443,117.013885,119.444443,126.041664,106.25,145.833328,99.652779,152.430557,313.541656,151.736115,151.041672,68.402779,152.083328,67.708336,68.75,79.861115,114.583336,108.333336,143.402771,114.583336,137.5,143.75,157.291672,71.527779,58.333332,59.375,43.402779,26.041666,63.194443,26.388889,27.083334,63.888889,25.0,30.555555,36.805557,27.430555,65.625,32.291668,28.125,23.263889,35.416668,48.611111,65.972221,40.972221,34.027779,30.902779,67.361115,33.680557,44.791668,41.319443,24.652779,33.680557,27.430555,35.416668,73.263885,32.986111,46.180557,31.25,49.652779
58,1F27,0.909091,0.2,0.090909,0.181818,0.454545,0.818182,1.0,0.636364,0.363636,0.5,0.090909,0.181818,0.363636,0.454545,0.909091,0.545455,0.545455,0.727273,0.818182,1.0,0.1,0.3,0.3,0.2,909.090881,636.363647,363.636353,727.272705,90.909088,90.909088,363.636353,272.727264,181.818176,90.909088,0.0,181.818176,90.909088,90.909088,181.818176,90.909088,90.909088,90.909088,545.454529,90.909088,90.909088,0.0,90.909088,0.0,0.0,272.727264,90.909088,90.909088,90.909088,0.0,181.818176,90.909088,0.0,0.0,90.909088,0.0,0.0,0.0,0.0,0.0,90.909088,90.909088,0.0,0.0,90.909088,0.0,0.0,0.0,90.909088,0.0,90.909088,0.0,90.909088,0.0,90.909088,0.0,90.909088,0.0,0.0,0.0,90.909088,0.0,90.909088,0.0,0.0,90.909088,0.0,0.0,0.0
59,2FD0,0.73913,0.5,0.043478,0.217391,0.478261,0.73913,0.956522,0.478261,0.521739,0.727273,0.086957,0.26087,0.478261,0.695652,0.956522,0.043478,0.217391,0.521739,0.73913,1.0,0.181818,0.227273,0.363636,0.363636,739.130432,478.260864,521.739136,478.260864,260.869568,217.391312,130.434784,347.82608,347.82608,130.434784,43.47826,130.434784,130.434784,86.95652,86.95652,260.869568,260.869568,86.95652,260.869568,217.391312,217.391312,0.0,173.91304,43.47826,0.0,0.0,130.434784,173.91304,130.434784,130.434784,217.391312,130.434784,0.0,43.47826,86.95652,0.0,43.47826,0.0,43.47826,86.95652,0.0,43.47826,0.0,43.47826,86.95652,0.0,86.95652,0.0,0.0,43.47826,0.0,0.0,130.434784,86.95652,0.0,0.0,86.95652,130.434784,0.0,86.95652,86.95652,86.95652,0.0,0.0,43.47826,0.0,43.47826,130.434784,0.0
60,1NEM,0.608696,0.5,0.130435,0.391304,0.608696,0.782609,1.0,0.434783,0.565217,0.545455,0.130435,0.217391,0.608696,0.782609,0.913043,0.043478,0.173913,0.347826,0.652174,1.0,0.318182,0.181818,0.136364,0.409091,608.695679,434.782623,565.217407,347.82608,217.391312,260.869568,173.91304,260.869568,260.869568,260.869568,173.91304,86.95652,130.434784,86.95652,86.95652,173.91304,43.47826,217.391312,173.91304,130.434784,173.91304,43.47826,173.91304,86.95652,86.95652,86.95652,86.95652,173.91304,86.95652,86.95652,173.91304,86.95652,130.434784,86.95652,86.95652,86.95652,43.47826,43.47826,43.47826,0.0,43.47826,86.95652,43.47826,0.0,43.47826,43.47826,43.47826,43.47826,0.0,0.0,0.0,0.0,86.95652,43.47826,43.47826,0.0,130.434784,0.0,43.47826,0.0,0.0,43.47826,0.0,43.47826,86.95652,86.95652,43.47826,0.0,43.47826
61,1AM0,0.65,0.384615,0.1,0.325,0.575,0.825,1.0,0.4,0.6,0.512821,0.1,0.25,0.4,0.625,0.925,0.025,0.2,0.525,0.775,1.0,0.102564,0.179487,0.230769,0.282051,650.0,400.0,600.0,450.0,175.0,200.0,150.0,250.0,250.0,325.0,50.0,100.0,50.0,75.0,100.0,150.0,125.0,125.0,300.0,125.0,100.0,75.0,150.0,50.0,100.0,25.0,125.0,100.0,150.0,125.0,125.0,150.0,150.0,25.0,75.0,0.0,50.0,0.0,25.0,50.0,25.0,0.0,25.0,25.0,25.0,50.0,75.0,0.0,0.0,25.0,0.0,75.0,50.0,50.0,25.0,25.0,50.0,50.0,50.0,50.0,25.0,50.0,25.0,0.0,75.0,0.0,50.0,50.0,75.0
62,2G9C,0.746269,0.348485,0.044776,0.238806,0.522388,0.776119,1.0,0.507463,0.492537,0.393939,0.044776,0.164179,0.492537,0.776119,0.970149,0.014925,0.253731,0.477612,0.701493,1.0,0.272727,0.227273,0.19697,0.19697,746.268677,507.462677,492.537323,567.164185,164.179108,179.104477,313.432831,194.029846,194.029846,283.582092,134.328354,119.402985,134.328354,104.477615,119.402985,74.626869,74.626869,119.402985,417.910461,134.328354,119.402985,44.776119,149.253738,29.850746,59.701492,208.955231,104.477615,74.626869,119.402985,104.477615,89.552238,119.402985,149.253738,59.701492,74.626869,74.626869,29.850746,29.850746,44.776119,44.776119,29.850746,74.626869,44.776119,14.925373,44.776119,14.925373,44.776119,29.850746,29.850746,14.925373,44.776119,44.776119,59.701492,29.850746,59.701492,29.850746,44.776119,0.0,29.850746,44.776119,29.850746,0.0,0.0,44.776119,59.701492,44.776119,14.925373,44.776119,29.850746
63,2TOB,0.7,0.421053,0.05,0.2,0.45,0.7,1.0,0.65,0.35,0.526316,0.05,0.2,0.45,0.75,1.0,0.1,0.25,0.55,0.6,0.95,0.315789,0.052632,0.105263,0.421053,700.0,650.0,350.0,450.0,200.0,200.0,350.0,250.0,250.0,100.0,150.0,0.0,150.0,50.0,50.0,200.0,50.0,200.0,300.0,150.0,100.0,100.0,100.0,50.0,100.0,200.0,150.0,150.0,100.0,150.0,50.0,100.0,0.0,150.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,150.0,50.0,0.0,0.0,100.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,100.0
64,1AM0,0.65,0.384615,0.1,0.325,0.575,0.825,1.0,0.4,0.6,0.512821,0.1,0.25,0.4,0.625,0.925,0.025,0.2,0.525,0.775,1.0,0.102564,0.179487,0.230769,0.282051,650.0,400.0,600.0,450.0,175.0,200.0,150.0,250.0,250.0,325.0,50.0,100.0,50.0,75.0,100.0,150.0,125.0,125.0,300.0,125.0,100.0,75.0,150.0,50.0,100.0,25.0,125.0,100.0,150.0,125.0,125.0,150.0,150.0,25.0,75.0,0.0,50.0,0.0,25.0,50.0,25.0,0.0,25.0,25.0,25.0,50.0,75.0,0.0,0.0,25.0,0.0,75.0,50.0,50.0,25.0,25.0,50.0,50.0,50.0,50.0,25.0,50.0,25.0,0.0,75.0,0.0,50.0,50.0,75.0
65,2ESJ,0.681818,0.571429,0.045455,0.272727,0.454545,0.727273,1.0,0.318182,0.681818,0.571429,0.227273,0.318182,0.636364,0.727273,0.863636,0.045455,0.181818,0.5,0.681818,1.0,0.095238,0.380952,0.285714,0.285714,681.818176,318.181824,681.818176,363.636353,272.727264,272.727264,45.454544,272.727264,272.727264,363.636353,45.454544,181.818176,45.454544,181.818176,181.818176,90.909088,90.909088,181.818176,227.27272,136.363632,227.27272,45.454544,136.363632,90.909088,45.454544,0.0,45.454544,181.818176,90.909088,45.454544,227.27272,90.909088,227.27272,45.454544,90.909088,0.0,45.454544,0.0,90.909088,45.454544,0.0,45.454544,0.0,0.0,45.454544,0.0,90.909088,0.0,90.909088,0.0,45.454544,0.0,45.454544,90.909088,45.454544,45.454544,90.909088,0.0,0.0,0.0,90.909088,0.0,0.0,45.454544,45.454544,90.909088,45.454544,0.0,45.454544
66,2F4U,0.666667,0.55,0.095238,0.285714,0.428571,0.714286,1.0,0.333333,0.666667,0.6,0.190476,0.285714,0.619048,0.714286,0.857143,0.047619,0.238095,0.47619,0.666667,1.0,0.1,0.35,0.3,0.3,666.666687,333.333344,666.666687,380.952393,238.095245,285.714294,47.619049,285.714294,285.714294,333.333344,47.619049,190.476196,47.619049,142.857147,190.476196,95.238098,95.238098,190.476196,238.095245,142.857147,190.476196,47.619049,142.857147,95.238098,47.619049,0.0,47.619049,190.476196,95.238098,47.619049,238.095245,95.238098,190.476196,47.619049,95.238098,0.0,47.619049,0.0,95.238098,47.619049,0.0,47.619049,0.0,0.0,47.619049,0.0,95.238098,0.0,47.619049,0.0,47.619049,0.0,47.619049,95.238098,47.619049,47.619049,95.238098,0.0,0.0,0.0,95.238098,0.0,0.0,47.619049,47.619049,95.238098,47.619049,0.0,47.619049
67,1F27,0.909091,0.2,0.090909,0.181818,0.454545,0.818182,1.0,0.636364,0.363636,0.5,0.090909,0.181818,0.363636,0.454545,0.909091,0.545455,0.545455,0.727273,0.818182,1.0,0.1,0.3,0.3,0.2,909.090881,636.363647,363.636353,727.272705,90.909088,90.909088,363.636353,272.727264,181.818176,90.909088,0.0,181.818176,90.909088,90.909088,181.818176,90.909088,90.909088,90.909088,545.454529,90.909088,90.909088,0.0,90.909088,0.0,0.0,272.727264,90.909088,90.909088,90.909088,0.0,181.818176,90.909088,0.0,0.0,90.909088,0.0,0.0,0.0,0.0,0.0,90.909088,90.909088,0.0,0.0,90.909088,0.0,0.0,0.0,90.909088,0.0,90.909088,0.0,90.909088,0.0,90.909088,0.0,90.909088,0.0,0.0,0.0,90.909088,0.0,90.909088,0.0,0.0,90.909088,0.0,0.0,0.0
68,2GIS,0.680851,0.44086,0.031915,0.308511,0.521277,0.744681,1.0,0.457447,0.542553,0.483871,0.042553,0.255319,0.553191,0.797872,1.0,0.010638,0.244681,0.457447,0.723404,0.989362,0.268817,0.172043,0.16129,0.322581,680.851074,457.446808,542.553162,457.446808,212.765961,223.404251,212.765961,234.042557,244.680847,297.872345,127.659576,95.744682,138.297867,74.468086,63.829788,170.212769,95.744682,148.936172,308.510651,138.297867,138.297867,74.468086,148.936172,74.468086,85.106384,95.744682,117.021278,95.744682,138.297867,117.021278,117.021278,148.936172,148.936172,74.468086,63.829788,74.468086,42.553192,10.638298,21.276596,31.914894,42.553192,63.829788,42.553192,31.914894,42.553192,21.276596,63.829788,10.638298,0.0,21.276596,31.914894,53.19149,63.829788,21.276596,31.914894,10.638298,74.468086,42.553192,53.19149,42.553192,0.0,42.553192,42.553192,21.276596,74.468086,10.638298,63.829788,31.914894,53.19149
69,2ET8,0.681818,0.571429,0.045455,0.272727,0.454545,0.727273,1.0,0.318182,0.681818,0.571429,0.227273,0.318182,0.636364,0.727273,0.863636,0.045455,0.181818,0.5,0.681818,1.0,0.095238,0.380952,0.285714,0.285714,681.818176,318.181824,681.818176,363.636353,272.727264,272.727264,45.454544,272.727264,272.727264,363.636353,45.454544,181.818176,45.454544,181.818176,181.818176,90.909088,90.909088,181.818176,227.27272,136.363632,227.27272,45.454544,136.363632,90.909088,45.454544,0.0,45.454544,181.818176,90.909088,45.454544,227.27272,90.909088,227.27272,45.454544,90.909088,0.0,45.454544,0.0,90.909088,45.454544,0.0,45.454544,0.0,0.0,45.454544,0.0,90.909088,0.0,90.909088,0.0,45.454544,0.0,45.454544,90.909088,45.454544,45.454544,90.909088,0.0,0.0,0.0,90.909088,0.0,0.0,45.454544,45.454544,90.909088,45.454544,0.0,45.454544
70,1TOB,0.703704,0.423077,0.111111,0.37037,0.592593,0.740741,1.0,0.407407,0.592593,0.538462,0.148148,0.37037,0.481481,0.62963,0.888889,0.037037,0.185185,0.518519,0.814815,1.0,0.192308,0.307692,0.307692,0.230769,703.703674,407.40741,592.59259,481.481476,185.185181,222.222229,148.148148,259.259247,259.259247,296.296295,111.111115,148.148148,74.074074,148.148148,148.148148,111.111115,148.148148,111.111115,333.333344,111.111115,148.148148,37.037037,148.148148,74.074074,74.074074,74.074074,74.074074,74.074074,185.185181,74.074074,185.185181,185.185181,74.074074,37.037037,74.074074,74.074074,0.0,37.037037,74.074074,37.037037,37.037037,37.037037,0.0,37.037037,0.0,74.074074,37.037037,74.074074,37.037037,0.0,0.0,37.037037,37.037037,74.074074,0.0,74.074074,0.0,74.074074,37.037037,37.037037,111.111115,0.0,0.0,74.074074,37.037037,0.0,74.074074,74.074074,37.037037
71,1Y27,0.735294,0.343284,0.044118,0.220588,0.514706,0.764706,1.0,0.5,0.5,0.41791,0.044118,0.161765,0.470588,0.764706,0.985294,0.014706,0.264706,0.544118,0.720588,1.0,0.268657,0.253731,0.223881,0.19403,735.294128,500.0,500.0,558.823547,161.764709,176.470581,294.117645,205.882355,205.882355,279.411774,132.352936,132.352936,132.352936,117.647057,132.352936,73.529411,88.235291,117.647057,411.764709,132.352936,102.941177,58.823528,147.058823,29.411764,73.529411,176.470581,117.647057,73.529411,117.647057,117.647057,88.235291,132.352936,147.058823,44.117645,73.529411,73.529411,29.411764,29.411764,44.117645,58.823528,14.705882,58.823528,44.117645,29.411764,44.117645,29.411764,44.117645,44.117645,29.411764,14.705882,44.117645,58.823528,58.823528,44.117645,44.117645,29.411764,29.411764,0.0,44.117645,58.823528,29.411764,0.0,0.0,44.117645,58.823528,44.117645,14.705882,44.117645,44.117645
72,1O15,0.666667,0.46875,0.090909,0.272727,0.484848,0.69697,1.0,0.333333,0.666667,0.375,0.151515,0.212121,0.484848,0.69697,0.969697,0.030303,0.272727,0.545455,0.757576,1.0,0.21875,0.3125,0.15625,0.21875,666.666687,333.333344,666.666687,424.242432,212.121216,242.42424,151.515152,181.818176,181.818176,454.545441,90.909088,181.818176,121.21212,121.21212,60.60606,121.21212,90.909088,90.909088,242.42424,151.515152,151.515152,60.60606,181.818176,60.60606,90.909088,60.60606,90.909088,0.0,151.515152,90.909088,90.909088,181.818176,272.727264,0.0,121.21212,30.30303,30.30303,30.30303,60.60606,30.30303,60.60606,30.30303,30.30303,60.60606,30.30303,0.0,60.60606,60.60606,0.0,60.60606,60.60606,30.30303,60.60606,0.0,30.30303,0.0,0.0,60.60606,60.60606,30.30303,0.0,60.60606,60.60606,90.909088,60.60606,30.30303,0.0,30.30303,0.0
73,2FCZ,0.73913,0.5,0.043478,0.217391,0.478261,0.73913,0.956522,0.478261,0.521739,0.727273,0.086957,0.26087,0.478261,0.695652,0.956522,0.043478,0.217391,0.521739,0.73913,1.0,0.181818,0.227273,0.363636,0.363636,739.130432,478.260864,521.739136,478.260864,260.869568,217.391312,130.434784,347.82608,347.82608,130.434784,43.47826,130.434784,130.434784,86.95652,86.95652,260.869568,260.869568,86.95652,260.869568,217.391312,217.391312,0.0,173.91304,43.47826,0.0,0.0,130.434784,173.91304,130.434784,130.434784,217.391312,130.434784,0.0,43.47826,86.95652,0.0,43.47826,0.0,43.47826,86.95652,0.0,43.47826,0.0,43.47826,86.95652,0.0,86.95652,0.0,0.0,43.47826,0.0,0.0,130.434784,86.95652,0.0,0.0,86.95652,130.434784,0.0,86.95652,86.95652,86.95652,0.0,0.0,43.47826,0.0,43.47826,130.434784,0.0
74,1FYP,0.62963,0.5,0.111111,0.296296,0.444444,0.777778,1.0,0.296296,0.703704,0.461538,0.185185,0.333333,0.481481,0.740741,0.851852,0.037037,0.222222,0.518519,0.703704,1.0,0.076923,0.423077,0.230769,0.230769,629.629639,296.296295,703.703674,370.370361,222.222229,259.259247,74.074074,222.222229,222.222229,444.444458,37.037037,222.222229,37.037037,185.185181,148.148148,74.074074,74.074074,148.148148,185.185181,148.148148,185.185181,37.037037,185.185181,74.074074,74.074074,0.0,74.074074,74.074074,148.148148,74.074074,148.148148,148.148148,259.259247,37.037037,148.148148,0.0,37.037037,0.0,148.148148,37.037037,37.037037,37.037037,0.0,0.0,37.037037,0.0,111.111115,0.0,74.074074,0.0,37.037037,37.037037,37.037037,0.0,37.037037,111.111115,74.074074,0.0,0.0,37.037037,37.037037,0.0,37.037037,37.037037,37.037037,74.074074,37.037037,37.037037,37.037037
75,1NEM,0.608696,0.5,0.130435,0.391304,0.608696,0.782609,1.0,0.434783,0.565217,0.545455,0.130435,0.217391,0.608696,0.782609,0.913043,0.043478,0.173913,0.347826,0.652174,1.0,0.318182,0.181818,0.136364,0.409091,608.695679,434.782623,565.217407,347.82608,217.391312,260.869568,173.91304,260.869568,260.869568,260.869568,173.91304,86.95652,130.434784,86.95652,86.95652,173.91304,43.47826,217.391312,173.91304,130.434784,173.91304,43.47826,173.91304,86.95652,86.95652,86.95652,86.95652,173.91304,86.95652,86.95652,173.91304,86.95652,130.434784,86.95652,86.95652,86.95652,43.47826,43.47826,43.47826,0.0,43.47826,86.95652,43.47826,0.0,43.47826,43.47826,43.47826,43.47826,0.0,0.0,0.0,0.0,86.95652,43.47826,43.47826,0.0,130.434784,0.0,43.47826,0.0,0.0,43.47826,0.0,43.47826,86.95652,86.95652,43.47826,0.0,43.47826
76,1HNW,1.0,0.0,0.166667,0.333333,0.5,0.666667,1.0,0.666667,0.333333,0.6,0.333333,0.333333,0.5,0.666667,1.0,0.166667,0.0,0.166667,0.833333,0.833333,0.0,0.6,0.6,0.0,1000.0,666.666687,333.333344,833.333313,0.0,0.0,333.333344,166.666672,333.333344,0.0,0.0,166.666672,0.0,333.333344,166.666672,0.0,333.333344,0.0,666.666687,0.0,0.0,0.0,0.0,0.0,0.0,166.666672,166.666672,166.666672,0.0,166.666672,0.0,0.0,0.0,0.0,166.666672,0.0,0.0,0.0,166.666672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.666672,0.0,0.0,0.0,0.0,166.666672,0.0,166.666672,0.0,0.0,0.0,0.0,0.0,166.666672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
